,Marca,Modelo,Descrição,Valor,embedding_musical,categoria_musical,specs_musicais
1394,XPRO,U4,MESA 4 CANAIS  - U4,441.0,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: U4 || DESCRICAO_MUSICAL: MESA 4 CANAIS - U4,OUTROS,{}
1395,XPRO,P10DZ,"PAD AVULSO BRANCO 10"" Dual Zone",451.5,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: P10DZ || DESCRICAO_MUSICAL: PAD AVULSO BRANCO 10 DUAL ZONE,OUTROS,{}
1396,XPRO,HH PLUS,MÁQUINA DE HI HAT,464.1,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: HH PLUS || DESCRICAO_MUSICAL: MÁQUINA DE HI HAT,OUTROS,{}
1397,XPRO,KIT P1,"2 14""HH; 1 16"" CRASH ; 1 20""RIDE C/ BAG E BAQUETA - LANÇAME",472.5,CATEGORIA_MUSICAL: ACESSORIO_PERCUSSAO || CONTEXTO: acessorio instrumento percussao musical || MARCA: XPRO || MODELO: KIT P1 || ESPECIFICACOES_MUSICAIS: AFINACAO: E C || DESCRICAO_MUSICAL: 2 14 HH 1 16 CRASH 1 20 RIDE C BAG E BAQUETA - ANÇAME,ACESSORIO_PERCUSSAO,"{'AFINACAO': ['E', 'C']}"
1398,XPRO,EB PLUS,ESTANTE DE BONGO,491.4,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: EB PLUS || DESCRICAO_MUSICAL: ESTANTE DE BONGO,OUTROS,{}
1399,XPRO,B4 LIVE,MESA 4 CANAIS  - B4,498.75,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: B4 LIVE || DESCRICAO_MUSICAL: MESA 4 CANAIS - B4,OUTROS,{}
1400,XPRO,CX 4,"CAIXA METALICA 14""x5,5""",546.0,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: CX 4 || ESPECIFICACOES_MUSICAIS: DIMENSAO_INSTRUMENTO: 5 14 || DESCRICAO_MUSICAL: CAIXA METALICA 14 X5 5,OUTROS,"{'DIMENSAO_INSTRUMENTO': ['5', '14']}"
1401,XPRO,P8MH,"PAD AVULSO MESH HEAD 08 "" Dual Zone",546.0,CATEGORIA_MUSICAL: ACESSORIO_PERCUSSAO || CONTEXTO: acessorio instrumento percussao musical || MARCA: XPRO || MODELO: P8MH || DESCRICAO_MUSICAL: PAD AVULSO MESH HEAD 08 DUAL ZONE,ACESSORIO_PERCUSSAO,{}
1402,XPRO,KT6,"TOM 6""+ TOM HOLDER + CLAMP - PRETO",551.25,CATEGORIA_MUSICAL: INSTRUMENTO_PERCUSSAO_PELE || CONTEXTO: instrumento musical percussao pele bateria orquestra || MARCA: XPRO || MODELO: KT6 || DESCRICAO_MUSICAL: TOM 6 + TOM HOLDER + CAMP - PDTO,INSTRUMENTO_PERCUSSAO_PELE,{}
1403,XPRO,KT8V,"TOM 8""+ TOM HOLDER + CLAMP - VINHO",551.25,CATEGORIA_MUSICAL: INSTRUMENTO_PERCUSSAO_PELE || CONTEXTO: instrumento musical percussao pele bateria orquestra || MARCA: XPRO || MODELO: KT8V || DESCRICAO_MUSICAL: TOM 8 + TOM HOLDER + CAMP - VINHO,INSTRUMENTO_PERCUSSAO_PELE,{}
1404,XPRO,KT8C,"TOM 8""+ TOM HOLDER + CLAMP -PRETO",551.25,CATEGORIA_MUSICAL: INSTRUMENTO_PERCUSSAO_PELE || CONTEXTO: instrumento musical percussao pele bateria orquestra || MARCA: XPRO || MODELO: KT8C || DESCRICAO_MUSICAL: TOM 8 + TOM HOLDER + CAMP -PDTO,INSTRUMENTO_PERCUSSAO_PELE,{}
1405,XPRO,EPG PLUS,ESTANTE DE PRATO GIRAFA,558.6,CATEGORIA_MUSICAL: INSTRUMENTO_PERCUSSAO_METAL || CONTEXTO: instrumento musical percussao metal orquestra || MARCA: XPRO || MODELO: EPG PLUS || DESCRICAO_MUSICAL: ESTANTE DE PRATO GIRAF,INSTRUMENTO_PERCUSSAO_METAL,{}
1406,XPRO,P10MH,"PAD AVULSO MESH HEAD 10"" Dual Zone",588.0,CATEGORIA_MUSICAL: ACESSORIO_PERCUSSAO || CONTEXTO: acessorio instrumento percussao musical || MARCA: XPRO || MODELO: P10MH || DESCRICAO_MUSICAL: PAD AVULSO MESH HEAD 10 DUAL ZONE,ACESSORIO_PERCUSSAO,{}
1407,XPRO,KT10P,"TOM 10""+ TOM HOLDER + CLAMP - PRETO",598.5,CATEGORIA_MUSICAL: INSTRUMENTO_PERCUSSAO_PELE || CONTEXTO: instrumento musical percussao pele bateria orquestra || MARCA: XPRO || MODELO: KT10P || DESCRICAO_MUSICAL: TOM 10 + TOM HOLDER + CAMP - PDTO,INSTRUMENTO_PERCUSSAO_PELE,{}
1408,XPRO,KT10V,"TOM 10""+ TOM HOLDER + CLAMP - VINHO",598.5,CATEGORIA_MUSICAL: INSTRUMENTO_PERCUSSAO_PELE || CONTEXTO: instrumento musical percussao pele bateria orquestra || MARCA: XPRO || MODELO: KT10V || DESCRICAO_MUSICAL: TOM 10 + TOM HOLDER + CAMP - VINHO,INSTRUMENTO_PERCUSSAO_PELE,{}
1409,XPRO,PBS,PAD PARA BOMBO  ED10/ED100 COM SUPORTE,609.0,CATEGORIA_MUSICAL: ACESSORIO_SOPRO || CONTEXTO: acessorio instrumento sopro musical || MARCA: XPRO || MODELO: PBS || DESCRICAO_MUSICAL: PAD PARA BOMBO ED10 ED100 COM SUPORTE,ACESSORIO_SOPRO,{}
1410,XPRO,U6,MESA 6 CANAIS  - U6,614.25,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: U6 || DESCRICAO_MUSICAL: MESA 6 CANAIS - U6,OUTROS,{}
1411,XPRO,T4,MESA 4 CANAIS  - T4,661.5,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: T4 || DESCRICAO_MUSICAL: MESA 4 CANAIS - T4,OUTROS,{}
1412,XPRO,B6 LIVE,MESA 6 CANAIS  - B6,687.75,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: B6 LIVE || DESCRICAO_MUSICAL: MESA 6 CANAIS - B6,OUTROS,{}
1413,XPRO,CX 1,"CAIXA PICCOLO 14""x 3,5""",712.95,CATEGORIA_MUSICAL: INSTRUMENTO_SOPRO_MADEIRA || CONTEXTO: instrumento musical sopro madeira orquestra banda || MARCA: XPRO || MODELO: CX 1 || ESPECIFICACOES_MUSICAIS: DIMENSAO_INSTRUMENTO: 3 14 || DESCRICAO_MUSICAL: CAIXA PICCOLO 14 X 3 5,INSTRUMENTO_SOPRO_MADEIRA,"{'DIMENSAO_INSTRUMENTO': ['3', '14']}"
1414,XPRO,CX1407,"CAIXA POPLAR 14"" X 7""  - LANÇAMENTO",735.0,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: CX1407 || ESPECIFICACOES_MUSICAIS: DIMENSAO_INSTRUMENTO: 7 14 || DESCRICAO_MUSICAL: CAIXA POPAR 14 X 7 - ANÇAMENTO,OUTROS,"{'DIMENSAO_INSTRUMENTO': ['7', '14']}"
1415,XPRO,CX1408,"CAIXA POPLAR 14"" X 8"" - LANÇAMENTO",735.0,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: CX1408 || ESPECIFICACOES_MUSICAIS: DIMENSAO_INSTRUMENTO: 8 14 || DESCRICAO_MUSICAL: CAIXA POPAR 14 X 8 - ANÇAMENTO,OUTROS,"{'DIMENSAO_INSTRUMENTO': ['8', '14']}"
1416,XPRO,PBSMH,PAD PARA BOMBO ED20/ED200 COM SUPORTE MASH HEAD,750.75,CATEGORIA_MUSICAL: ACESSORIO_SOPRO || CONTEXTO: acessorio instrumento sopro musical || MARCA: XPRO || MODELO: PBSMH || DESCRICAO_MUSICAL: PAD PARA BOMBO ED20 ED200 COM SUPORTE MASH HEAD,ACESSORIO_SOPRO,{}
1417,XPRO,GA 04,MESA 4 CANAIS - GA 04,756.0,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: GA 04 || DESCRICAO_MUSICAL: MESA 4 CANAIS - GA 04,OUTROS,{}
1418,XPRO,BC SELIM,BANCO DE BATERIA SELIN,782.25,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: BC SELIM || DESCRICAO_MUSICAL: BANCO DE BATERIA SELIN,OUTROS,{}
1419,XPRO,MIX 04,MIX 04 CANAIS - COM INTERFACE E SUPORTE PARA PEDESST,819.0,CATEGORIA_MUSICAL: ACESSORIO_SOPRO || CONTEXTO: acessorio instrumento sopro musical || MARCA: XPRO || MODELO: EX 04 || ESPECIFICACOES_MUSICAIS: AFINACAO: E || DESCRICAO_MUSICAL: EX 04 CANAIS - COM INTERFCE E SUPORTE PARA PEDESST,ACESSORIO_SOPRO,{'AFINACAO': ['E']}
1420,XPRO,SURDO AV STG/PE,SURDO PRETO 16,819.0,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: SURC AV STG PE || DESCRICAO_MUSICAL: SURC PDTO 16,OUTROS,{}
1421,XPRO,SURDO AV STG/VM,SURDO VERMELHO 16,819.0,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: SURC AV STG VM || DESCRICAO_MUSICAL: SURC VERMELHO 16,OUTROS,{}
1422,XPRO,BC PRESSURE,BANCO DE BATERIA PRESSURE SELIN PNEUMATICO COM EN,834.75,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: BC PDSSUD || DESCRICAO_MUSICAL: BANCO DE BATERIA PDSSUD SELIN PNEUMATICO COM EN,OUTROS,{}
1423,XPRO,T6,MESA 6 CANAIS  - T6,850.5,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: T6 || DESCRICAO_MUSICAL: MESA 6 CANAIS - T6,OUTROS,{}
1424,XPRO,SURDO AV UPPER G,GOLD SPK 16,871.5,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: SURC AV UPPER G || DESCRICAO_MUSICAL: GOLD SPK 16,OUTROS,{}
1425,XPRO,SURDO AV UPPER P,PURPLE SPK 16,871.5,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: SURC AV UPPER P || DESCRICAO_MUSICAL: PURPLE SPK 16,OUTROS,{}
1426,XPRO,SURDO AV UPPER R,RED SPK 16,871.5,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: SURC AV UPPER R || DESCRICAO_MUSICAL: DD SPK 16,OUTROS,{}
1427,XPRO,CX1007 CS,"CAIXA POPLAR 10"" X 7"" COM CLAMP E HOLDER  - LANÇAMENTO",882.0,CATEGORIA_MUSICAL: EQUIPAMENTO_AMPLIFICACAO || CONTEXTO: equipamento som audio amplificador potencia || MARCA: XPRO || MODELO: CX1007 CS || ESPECIFICACOES_MUSICAIS: AFINACAO: E | DIMENSAO_INSTRUMENTO: 10 7 || DESCRICAO_MUSICAL: CAIXA POPAR 10 X 7 COM CAMP E HOLDER - ANÇAMENTO,EQUIPAMENTO_AMPLIFICACAO,"{'AFINACAO': ['E'], 'DIMENSAO_INSTRUMENTO': ['10', '7']}"
1428,XPRO,CX 3,"CAIXA BIRCH 14""x6,5""",919.8,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: CX 3 || ESPECIFICACOES_MUSICAIS: DIMENSAO_INSTRUMENTO: 6 14 || DESCRICAO_MUSICAL: CAIXA BIRCH 14 X6 5,OUTROS,"{'DIMENSAO_INSTRUMENTO': ['6', '14']}"
1429,XPRO,HH FLY,MÁQUINA DE HI HAT AÉREA,934.5,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: HH FLY || DESCRICAO_MUSICAL: MÁQUINA DE HI HAT AÉDA,OUTROS,{}
1430,XPRO,PD DBL,PEDAL DE BUMBO DUPLO,1004.85,CATEGORIA_MUSICAL: INSTRUMENTO_PERCUSSAO_PELE || CONTEXTO: instrumento musical percussao pele bateria orquestra || MARCA: XPRO || MODELO: PD DBL || DESCRICAO_MUSICAL: PEDAL DE BUMBO DUPLO,INSTRUMENTO_PERCUSSAO_PELE,{}
1431,XPRO,TIMBALES,"TIMBALES 13"" / 14"" COM ESTANTE",1071.0,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: TIMBALES || DESCRICAO_MUSICAL: TIMBALES 13 14 COM ESTANTE,OUTROS,{}
1432,XPRO,PD DBL AZUL,PEDAL DE BUMBO ACTION DUPLO  AZUL - LANÇAMENTO,1078.35,CATEGORIA_MUSICAL: INSTRUMENTO_PERCUSSAO_PELE || CONTEXTO: instrumento musical percussao pele bateria orquestra || MARCA: XPRO || MODELO: PD DBL AZUL || DESCRICAO_MUSICAL: PEDAL DE BUMBO ACTION DUPLO AZUL - ANÇAMENTO,INSTRUMENTO_PERCUSSAO_PELE,{}
1433,XPRO,PD DBL PRETO,PEDAL DE BUMBO ACTION DUPLO  PRETO - LANÇAMENTO,1078.35,CATEGORIA_MUSICAL: INSTRUMENTO_PERCUSSAO_PELE || CONTEXTO: instrumento musical percussao pele bateria orquestra || MARCA: XPRO || MODELO: PD DBL PDTO || DESCRICAO_MUSICAL: PEDAL DE BUMBO ACTION DUPLO PDTO - ANÇAMENTO,INSTRUMENTO_PERCUSSAO_PELE,{}
1434,XPRO,PD DBL VERMELHO,PEDAL DE BUMBO ACTION DUPLO  VERMELHO - LANÇAMENTO,1078.35,CATEGORIA_MUSICAL: INSTRUMENTO_PERCUSSAO_PELE || CONTEXTO: instrumento musical percussao pele bateria orquestra || MARCA: XPRO || MODELO: PD DBL VERMELHO || DESCRICAO_MUSICAL: PEDAL DE BUMBO ACTION DUPLO VERMELHO - ANÇAMENTO,INSTRUMENTO_PERCUSSAO_PELE,{}
1435,XPRO,KG 05,MESA KG 05 CANAIS,1081.5,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: KG 05 || DESCRICAO_MUSICAL: MESA KG 05 CANAIS,OUTROS,{}
1436,XPRO,HCL,CLARINETE ABS - BB 17 CHAVES,1102.5,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: HCL || ESPECIFICACOES_MUSICAIS: AFINACAO: BB | NUMERO_CHAVES: 17 || DESCRICAO_MUSICAL: CARINETE ABS - BB 17 CHAVES,OUTROS,"{'AFINACAO': ['BB'], 'NUMERO_CHAVES': ['17']}"
1437,XPRO,BX 06,MESA 6 CANAIS  - BX6,1209.6,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: BX 06 || DESCRICAO_MUSICAL: MESA 6 CANAIS - BX6,OUTROS,{}
1438,XPRO,JBFL-6248S,FLAUTA TRANSVERSAL,1281.0,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: JBFL-6248S || DESCRICAO_MUSICAL: FAUTA TRANSVERSAL,OUTROS,{}
1439,XPRO,HTP,TROMPETE BB - LAQ,1281.0,CATEGORIA_MUSICAL: INSTRUMENTO_SOPRO_METAL || CONTEXTO: instrumento musical sopro metal orquestra banda fanfarra || MARCA: XPRO || MODELO: HTP || ESPECIFICACOES_MUSICAIS: AFINACAO: BB || DESCRICAO_MUSICAL: TROMPETE BB - AQ,INSTRUMENTO_SOPRO_METAL,{'AFINACAO': ['BB']}
1440,XPRO,MB 3026971,MICROFONE SEM FIO UHF MB302 2 BASTÕES,1308.3,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: MB 3026971 || DESCRICAO_MUSICAL: ECROFONE SEM FIO UHF MB302 2 BASTÕES,OUTROS,{}
1441,XPRO,MB 1026471,MICROFONE SEM FIO UHF MB102 2 BASTÕES,1333.5,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: MB 1026471 || DESCRICAO_MUSICAL: ECROFONE SEM FIO UHF MB102 2 BASTÕES,OUTROS,{}
1442,XPRO,CX402,ACESSORIOS PARA BATERIAS ELETRÔNICAS,1422.75,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: CX402 || DESCRICAO_MUSICAL: ACESSORIOS PARA BATERIAS ELETRÔNICAS,OUTROS,{}
1443,XPRO,BX 08,MESA 8 CANAIS  - BX8,1482.6,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: BX 08 || DESCRICAO_MUSICAL: MESA 8 CANAIS - BX8,OUTROS,{}
1444,XPRO,BPP280,"CAIXA  500W   2 AUTO FALANTES   8,0""    COM BATERIA",1585.5,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: BPP280 || DESCRICAO_MUSICAL: CAIXA 500W 2 AUTO FANTES 8 0 COM BATERIA,OUTROS,{}
1445,XPRO,BPP 252,"CAIXA  400W   2 AUTO FALANTES   5,2""    COM BATERIA",1597.05,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: BPP 252 || DESCRICAO_MUSICAL: CAIXA 400W 2 AUTO FANTES 5 2 COM BATERIA,OUTROS,{}
1446,XPRO,CX302R,"COLUNA 2 X 3"" NEO 240w",1664.25,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: CX302R || ESPECIFICACOES_MUSICAIS: DIMENSAO_INSTRUMENTO: 2 3 || DESCRICAO_MUSICAL: COLUNA 2 X 3 NEO 240W,OUTROS,"{'DIMENSAO_INSTRUMENTO': ['2', '3']}"
1447,XPRO,HTBV,TROMBONE DE VARA BB - LAQ,1722.0,CATEGORIA_MUSICAL: INSTRUMENTO_SOPRO_METAL || CONTEXTO: instrumento musical sopro metal orquestra banda fanfarra || MARCA: XPRO || MODELO: HTBV || ESPECIFICACOES_MUSICAIS: AFINACAO: BB || DESCRICAO_MUSICAL: TROMBONE DE VARA BB - AQ,INSTRUMENTO_SOPRO_METAL,{'AFINACAO': ['BB']}
1448,XPRO,AD8 UX,MESA 8 CANAIS  - AD8 UX,1743.0,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: AD8 UX || DESCRICAO_MUSICAL: MESA 8 CANAIS - AD8 UX,OUTROS,{}
1449,XPRO,JRA5 0117502,AZUL JR 16,1806.0,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: JRA5 0117502 || DESCRICAO_MUSICAL: AZUL JR 16,OUTROS,{}
1450,XPRO,DS 30 B,CAIXA AMPLIFIDCADOR PARA BAT ELETRONICA / CONTABAIXO 70w - LANÇAMENTO,1874.25,CATEGORIA_MUSICAL: INSTRUMENTO_CORDA || CONTEXTO: instrumento musical corda orquestra camerata || MARCA: XPRO || MODELO: DS 30 B || DESCRICAO_MUSICAL: CAIXA AMPLIFIDCACR PARA BAT ELETRONICA CONTABAIXO 70W - ANÇAMENTO,INSTRUMENTO_CORDA,{}
1451,XPRO,KG 08,MESA KG 08 CANAIS,2005.5,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: KG 08 || DESCRICAO_MUSICAL: MESA KG 08 CANAIS,OUTROS,{}
1452,XPRO,CX 404,"COLUNA 4 X 3"" NEO 640w",2052.75,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: CX 404 || ESPECIFICACOES_MUSICAIS: DIMENSAO_INSTRUMENTO: 4 3 || DESCRICAO_MUSICAL: COLUNA 4 X 3 NEO 640W,OUTROS,"{'DIMENSAO_INSTRUMENTO': ['4', '3']}"
1453,XPRO,MB 2028871,MICROFONE SEM FIO UHF MB202 2 BASTÕES,2063.25,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: MB 2028871 || DESCRICAO_MUSICAL: ECROFONE SEM FIO UHF MB202 2 BASTÕES,OUTROS,{}
1454,XPRO,SPB,SHELL PACK BLUE SPARKLE,2089.5,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: SPB || DESCRICAO_MUSICAL: SHELL PACK BLUE SPARKLE,OUTROS,{}
1455,XPRO,SPR,SHELL PACK RED SPARKLE,2089.5,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: SPR || DESCRICAO_MUSICAL: SHELL PACK DD SPARKLE,OUTROS,{}
1456,XPRO,AD12 UX,MESA 12 CANAIS  - AD12 UX,2173.5,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: AD12 UX || DESCRICAO_MUSICAL: MESA 12 CANAIS - AD12 UX,OUTROS,{}
1457,XPRO,DEP 01,OCTAPAD SPD 100,2362.5,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: DEP 01 || DESCRICAO_MUSICAL: OCTAPAD SPD 100,OUTROS,{}
1458,XPRO,VIPER ED FUN,ED0 - VIPER FUN LANÇAMENTO,2403.45,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: VIPER ED FUN || DESCRICAO_MUSICAL: ED0 - VIPER FUN ANÇAMENTO,OUTROS,{}
1459,XPRO,DS 50 B,CAIXA AMPLIFIDCADOR PARA BAT ELETRONICA / CONTABAIXO 110w - LANÇAMENTO,2425.5,CATEGORIA_MUSICAL: INSTRUMENTO_CORDA || CONTEXTO: instrumento musical corda orquestra camerata || MARCA: XPRO || MODELO: DS 50 B || DESCRICAO_MUSICAL: CAIXA AMPLIFIDCACR PARA BAT ELETRONICA CONTABAIXO 110W - ANÇAMENTO,INSTRUMENTO_CORDA,{}
1460,XPRO,COMBO DEP 01 COM ESTANTE,OCTAPAD MAIS ESTANTE SPD 100,2546.25,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: COMBO DEP 01 COM ESTANTE || DESCRICAO_MUSICAL: OCTAPAD MAIS ESTANTE SPD 100,OUTROS,{}
1461,XPRO,KG 12,MESA KG 12 CANAIS,2551.5,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: KG 12 || DESCRICAO_MUSICAL: MESA KG 12 CANAIS,OUTROS,{}
1462,XPRO,CX 304R,"COLUNA 4 X 3"" NEO 480w",2577.75,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: CX 304R || ESPECIFICACOES_MUSICAIS: DIMENSAO_INSTRUMENTO: 4 3 || DESCRICAO_MUSICAL: COLUNA 4 X 3 NEO 480W,OUTROS,"{'DIMENSAO_INSTRUMENTO': ['4', '3']}"
1463,XPRO,VIPER 1220,VIPER  20 PRETO  SPARKLE,2717.4,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: VIPER 1220 || DESCRICAO_MUSICAL: VIPER 20 PDTO SPARKLE,OUTROS,{}
1464,XPRO,VIPER 1022,VIPER  22  VINHO SPARKLE,2717.4,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: VIPER 1022 || DESCRICAO_MUSICAL: VIPER 22 VINHO SPARKLE,OUTROS,{}
1465,XPRO,VIPER 1222,VIPER  22 PRETO  SPARKLE,2717.4,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: VIPER 1222 || DESCRICAO_MUSICAL: VIPER 22 PDTO SPARKLE,OUTROS,{}
1466,XPRO,VIPER 1020,VIPER 20  VINHO SPARKLE,2717.4,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: VIPER 1020 || DESCRICAO_MUSICAL: VIPER 20 VINHO SPARKLE,OUTROS,{}
1467,XPRO,VIPER 1120,VIPER 20 DRAK GRAY ( GRAFITE) SPARKLE,2717.4,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: VIPER 1120 || DESCRICAO_MUSICAL: VIPER 20 DRAK GRAY ( GRAFITE) SPARKLE,OUTROS,{}
1468,XPRO,VIPER 1122,VIPER 22 DRAK GRAY ( GRAFITE) SPARKLE,2717.4,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: VIPER 1122 || DESCRICAO_MUSICAL: VIPER 22 DRAK GRAY ( GRAFITE) SPARKLE,OUTROS,{}
1469,XPRO,ORANGE ED2,ED2 DRUM 2 TONS STD ORANGE,2772.0,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: ORANGE ED2 || DESCRICAO_MUSICAL: ED2 DRUM 2 TONS STD ORANGE,OUTROS,{}
1470,XPRO,BCM12,"CAIXA  BCM 15 -CAIXA BI AMPLIFICADA WOOFER15"" + DRIVER
1,75"" LANÇAMENTO",2866.5,CATEGORIA_MUSICAL: EQUIPAMENTO_AMPLIFICACAO || CONTEXTO: equipamento som audio amplificador potencia || MARCA: XPRO || MODELO: BCM12 || DESCRICAO_MUSICAL: CAIXA BCM 15 -CAIXA BI AMPLIFICADA WOOFER15 + DRIVER 1 75 ANÇAMENTO,EQUIPAMENTO_AMPLIFICACAO,{}
1471,XPRO,SGB 12,"SUBWOFFER 12"" 350W  BOXX",2932.65,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: SGB 12 || DESCRICAO_MUSICAL: SUBWOFFER 12 350W BOXX,OUTROS,{}
1472,XPRO,ED 1 BLUE,ED1 DRUM 2 TONS STD C PEDAL E PAD DE BUM,3067.05,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: ED 1 BLUE || ESPECIFICACOES_MUSICAIS: AFINACAO: E C || DESCRICAO_MUSICAL: ED1 DRUM 2 TONS STD C PEDAL E PAD DE BUM,OUTROS,"{'AFINACAO': ['E', 'C']}"
1473,XPRO,CX 408,"COLUNA 8 X 3"" NEO 1200W",3071.25,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: CX 408 || ESPECIFICACOES_MUSICAIS: DIMENSAO_INSTRUMENTO: 8 3 || DESCRICAO_MUSICAL: COLUNA 8 X 3 NEO 1200W,OUTROS,"{'DIMENSAO_INSTRUMENTO': ['8', '3']}"
1474,XPRO,B1 FORZA,CAIXA  B1 FORZA - 500W / 250 RMS 3 AUTO FALANTES MAIS SUB COM BATERIA - LANÇAMENTO,3176.25,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: XPRO || MODELO: B1 FORZA || DESCRICAO_MUSICAL: CAIXA B1 FORZA - 500W 250 RMS 3 AUTO FANTES MAIS SUB COM BATERIA - ANÇAMENTO,OUTROS,{}
